order_id,product_id,discount,profits,quantity,sales
CA-2017-112515,OFF-BI-10003712,0.2,4.2717,3,11.784
CA-2017-112515,OFF-PA-10000062,0.0,80.7912,3,164.88
CA-2017-112515,FUR-BO-10003404,0.0,77.5764,3,1292.94
CA-2017-112515,OFF-BI-10004233,0.2,8.9544,2,25.584
CA-2017-112515,OFF-ST-10001272,0.0,65.435,2,261.74
CA-2017-112515,OFF-LA-10001175,0.0,7.056,5,14.4
CA-2016-150343,OFF-EN-10004030,0.0,5.1042,3,10.86
CA-2015-135538,FUR-CH-10004287,0.2,99.432,4,883.84
CA-2017-123372,TEC-PH-10002834,0.0,494.9725,11,1979.89
CA-2017-123372,OFF-EN-10003055,0.0,35.982,2,79.96
CA-2017-159604,OFF-BI-10003460,0.0,4.2048,2,8.76
CA-2016-164784,OFF-LA-10001569,0.2,1.2948,1,3.984
CA-2016-164784,FUR-TA-10004534,0.4,-142.071,3,370.62
CA-2016-164784,OFF-BI-10002954,0.7,-2.0108,2,2.742
CA-2016-111794,TEC-AC-10003832,0.2,20.8719,3,79.512
CA-2016-111794,OFF-PA-10000474,0.2,9.5688,1,28.352
US-2015-139759,FUR-CH-10002774,0.2,4.5882,1,40.784
US-2015-139759,OFF-AP-10002765,0.0,29.6688,4,105.96
CA-2014-126403,OFF-PA-10001144,0.0,79.8912,3,166.44
CA-2014-126403,FUR-CH-10003761,0.0,212.1876,6,785.88
CA-2014-126403,OFF-PA-10004665,0.0,12.838,2,26.2
CA-2014-126403,OFF-ST-10000078,0.0,238.653,5,1325.85
CA-2017-136875,OFF-PA-10000357,0.0,79.8912,3,166.44
CA-2017-132185,OFF-AR-10000422,0.2,0.7665,5,8.76
CA-2017-132185,OFF-AP-10001205,0.2,4.3584,1,43.584
US-2014-160780,OFF-BI-10001116,0.7,-8.1312,7,11.088
US-2014-160780,OFF-BI-10002931,0.7,-16.776,2,25.164
CA-2017-127026,OFF-BI-10000546,0.0,7.056,5,14.4
CA-2017-127026,TEC-AC-10002049,0.0,111.591,5,619.95
CA-2017-127026,OFF-BI-10001196,0.0,42.0744,4,89.52
CA-2017-127026,TEC-MA-10002981,0.1,152.0883,3,350.973
CA-2017-127026,TEC-PH-10003601,0.0,49.497,1,164.99
CA-2017-137085,OFF-BI-10000632,0.2,101.5794,9,312.552
CA-2016-133123,OFF-EN-10003055,0.2,29.985,3,95.952
CA-2016-133123,OFF-BI-10001031,0.7,-2.4564,2,3.204
US-2016-128195,OFF-BI-10002003,0.8,-6.567,5,3.98
CA-2015-153220,OFF-PA-10003016,0.0,7.065,5,15.7
CA-2014-123064,OFF-AR-10004582,0.2,1.64,4,5.248
CA-2017-156412,OFF-BI-10004364,0.7,-4.455,3,5.346
US-2016-144211,OFF-PA-10002246,0.2,5.6115,3,15.48
US-2016-144211,TEC-PH-10002890,0.2,8.1432,3,108.576
CA-2016-138079,FUR-FU-10001475,0.0,37.366,5,109.9
CA-2014-143182,FUR-FU-10004270,0.2,4.0383,1,15.384
CA-2016-161662,OFF-PA-10003465,0.2,10.6232,2,30.352
CA-2014-145317,TEC-MA-10003626,0.5,-16.426,4,821.3
CA-2014-145317,TEC-MA-10002412,0.5,-1811.0784,6,22638.48
CA-2014-145317,OFF-PA-10001804,0.2,7.4816,4,21.376
CA-2014-145317,OFF-AR-10003183,0.2,1.002,3,8.016
CA-2014-145317,FUR-FU-10004270,0.2,8.0766,2,30.768
CA-2014-145317,OFF-FA-10003112,0.2,5.9175,3,18.936
CA-2014-145317,FUR-FU-10001986,0.2,15.294,3,122.352
CA-2014-143413,OFF-PA-10002319,0.0,56.9772,3,116.28
CA-2017-156818,TEC-AC-10002323,0.0,17.238,6,132.6
CA-2017-155873,OFF-SU-10001165,0.0,4.3368,2,16.68
CA-2017-155873,OFF-PA-10001246,0.0,9.3312,3,19.44
CA-2017-155873,OFF-PA-10001815,0.0,92.2368,4,192.16
CA-2015-121797,FUR-FU-10001876,0.0,81.8496,7,227.36
CA-2015-121797,TEC-MA-10000488,0.2,215.9973,3,1919.976
US-2015-120572,OFF-BI-10001098,0.7,-8.9796,2,12.828
CA-2017-132430,FUR-FU-10003577,0.2,9.1776,4,45.888
CA-2017-146031,OFF-AR-10002656,0.0,22.2444,9,60.12
CA-2014-110100,TEC-PH-10004531,0.2,37.797,3,302.376
CA-2015-103723,OFF-AR-10003251,0.0,5.56,5,13.9
CA-2014-127187,TEC-PH-10000673,0.0,62.3904,2,129.98
CA-2017-128475,TEC-AC-10000158,0.0,15.1158,2,71.98
CA-2014-100006,TEC-PH-10002075,0.0,109.6113,3,377.97
CA-2017-144827,OFF-ST-10004340,0.0,33.5772,2,124.36
CA-2014-110030,FUR-FU-10002759,0.6,-14.3856,3,23.976
CA-2014-121286,OFF-FA-10000585,0.2,2.7222,3,8.376
CA-2014-121286,OFF-AP-10004859,0.2,5.096,5,58.24
CA-2016-164735,OFF-ST-10001558,0.0,12.18,5,81.2
CA-2014-153479,OFF-LA-10004689,0.0,6.7915,5,14.45
CA-2014-153479,OFF-BI-10002867,0.2,31.0856,2,95.648
CA-2017-149888,TEC-PH-10003811,0.4,-71.994,5,359.97
CA-2017-149888,FUR-TA-10000849,0.4,-140.1408,4,350.352
CA-2017-119193,OFF-BI-10000848,0.7,-1.3128,1,1.641
CA-2017-119193,TEC-PH-10003072,0.4,94.4937,7,629.958
CA-2017-104801,OFF-AR-10001547,0.0,1.7901,3,6.63
CA-2017-104801,TEC-AC-10001838,0.0,343.9828,4,799.96
CA-2017-104801,FUR-FU-10004017,0.0,21.506,1,107.53
CA-2014-107594,TEC-PH-10002923,0.0,19.9746,2,73.98
CA-2014-107594,OFF-AR-10000716,0.0,2.1762,1,5.58
CA-2015-129770,OFF-PA-10000249,0.0,23.0864,4,49.12
CA-2015-115798,TEC-PH-10003691,0.0,94.4925,3,377.97
CA-2015-115798,OFF-PA-10001560,0.0,19.8716,7,42.28
CA-2015-115798,FUR-BO-10004467,0.0,56.9943,3,299.97
CA-2015-115798,TEC-PH-10001819,0.0,43.1904,2,89.98
CA-2017-122707,OFF-SU-10000157,0.0,9.5448,4,477.24
CA-2017-122707,TEC-AC-10004227,0.0,1.5588,2,25.98
CA-2016-165015,OFF-EN-10003134,0.2,17.52,5,46.72
CA-2014-149244,FUR-FU-10004671,0.0,13.4292,2,35.34
CA-2015-140144,FUR-FU-10002253,0.0,100.4796,6,257.64
CA-2015-140144,TEC-PH-10002726,0.2,47.241,3,125.976
CA-2017-163321,TEC-AC-10004571,0.2,21.9978,1,79.992
CA-2014-155887,FUR-TA-10002228,0.3,-130.0104,3,700.056
US-2015-165449,TEC-AC-10004127,0.2,-1.3584,4,27.168
CA-2015-110247,OFF-BI-10001553,0.7,-6.0324,3,8.226
US-2014-141257,FUR-CH-10002758,0.2,73.194,3,585.552
CA-2014-154669,OFF-ST-10000532,0.0,110.0528,11,423.28
CA-2014-158029,FUR-CH-10000988,0.2,22.5296,2,225.296
CA-2015-155306,OFF-AR-10003251,0.0,2.224,2,5.56
CA-2015-155306,TEC-AC-10003174,0.0,129.348,3,323.37
CA-2015-155306,TEC-PH-10002310,0.2,68.5965,5,783.96
CA-2015-155306,OFF-AP-10002651,0.0,419.8185,5,1447.65
CA-2015-155306,OFF-PA-10001184,0.0,5.8604,2,11.96
CA-2016-127775,TEC-AC-10002402,0.0,71.991,3,239.97
CA-2016-146171,FUR-FU-10004270,0.0,31.5372,4,76.92
CA-2016-146171,OFF-ST-10001526,0.0,125.1432,4,481.32
CA-2014-129574,OFF-PA-10002893,0.0,23.232,5,48.4
CA-2017-126536,TEC-AC-10003709,0.0,0.4356,1,0.99
CA-2017-126536,OFF-BI-10001191,0.2,36.917,5,101.84
CA-2017-165757,OFF-BI-10003166,0.7,-7.5768,3,10.332
CA-2017-165757,OFF-BI-10003982,0.7,-23.8855,5,31.155
CA-2017-165757,OFF-ST-10004835,0.2,0.6696,2,8.928
CA-2017-167752,OFF-AP-10000159,0.2,3.8682,1,34.384
CA-2017-167752,OFF-AP-10002945,0.2,312.676,8,1924.16
US-2015-122140,OFF-AP-10001242,0.8,-80.48,2,32.192
US-2015-122140,TEC-AC-10003038,0.2,-0.6265,7,50.12
US-2015-122140,TEC-AC-10003289,0.2,1.7991,3,47.976
CA-2016-163986,OFF-ST-10000918,0.0,14.17,5,54.5
CA-2017-158967,FUR-FU-10001940,0.2,5.7312,3,19.104
CA-2016-131576,OFF-BI-10002852,0.0,24.2256,3,49.44
CA-2017-143455,OFF-PA-10004451,0.2,3.6288,2,10.368
CA-2016-144729,OFF-ST-10004804,0.0,1.5444,3,154.44
CA-2015-127019,OFF-AP-10003971,0.2,4.5738,7,60.984
CA-2015-138534,FUR-BO-10003159,0.15,-13.7976,2,195.466
CA-2017-108322,FUR-FU-10001935,0.2,6.216,8,23.68
CA-2017-108322,TEC-AC-10003433,0.2,0.7425,3,2.376
CA-2017-167668,OFF-LA-10004544,0.0,29.6,4,59.2
CA-2017-146724,OFF-AR-10001026,0.0,9.68,10,22.0
CA-2016-139878,TEC-PH-10001336,0.0,74.8142,2,257.98
US-2016-106677,TEC-PH-10003187,0.4,-15.992,2,23.988
CA-2016-116974,TEC-PH-10004897,0.4,-15.5844,4,23.976
CA-2015-149972,FUR-CH-10004997,0.2,0.0,4,601.536
CA-2015-149972,OFF-FA-10002763,0.0,2.528,2,7.9
US-2014-117744,FUR-FU-10001588,0.6,-24.803,5,58.36
US-2014-117744,OFF-AR-10000940,0.2,1.4406,7,16.464
US-2014-117744,FUR-FU-10002759,0.6,-23.976,5,39.96
CA-2014-125514,OFF-AP-10000358,0.0,7.5284,2,25.96
CA-2014-125514,OFF-AP-10003281,0.0,10.881,3,36.27
CA-2014-125514,OFF-PA-10000029,0.0,3.1104,1,6.48
CA-2014-154599,TEC-PH-10001557,0.2,94.0702,14,1075.088
CA-2014-154599,TEC-PH-10000576,0.2,38.3572,4,438.368
CA-2014-154599,OFF-BI-10002764,0.2,6.5569,7,18.088
CA-2014-154599,FUR-BO-10001337,0.15,-18.147,3,308.499
CA-2017-158743,OFF-AR-10002257,0.0,4.1416,4,13.36
CA-2017-158743,OFF-PA-10001019,0.0,18.7812,2,39.96
CA-2017-158743,OFF-BI-10003364,0.0,70.008,5,145.85
CA-2016-153318,TEC-PH-10000984,0.2,78.396,5,783.96
US-2015-110163,OFF-AR-10001683,0.2,1.773,1,7.88
CA-2017-143329,FUR-FU-10000629,0.0,17.3754,3,41.37
CA-2015-159380,OFF-PA-10003893,0.0,5.778,3,12.84
CA-2015-159380,OFF-PA-10004239,0.0,11.556,6,25.68
CA-2015-122623,FUR-CH-10000553,0.3,-2.0364,2,47.516
CA-2015-148635,OFF-FA-10004395,0.0,0.471,2,9.42
CA-2015-148635,OFF-PA-10004782,0.0,6.2208,2,12.96
CA-2015-148635,FUR-BO-10002213,0.0,56.392,5,704.9
CA-2015-148635,FUR-CH-10001854,0.2,28.0784,2,561.568
CA-2015-135685,OFF-PA-10000157,0.0,84.5154,9,179.82
CA-2015-135685,FUR-FU-10001185,0.0,76.0878,6,185.58
CA-2015-135685,FUR-TA-10001520,0.0,36.3987,3,214.11
CA-2015-135685,TEC-AC-10004145,0.0,229.9908,4,999.96
CA-2015-135685,FUR-TA-10000688,0.0,111.1035,3,653.55
CA-2015-104626,OFF-BI-10001510,0.0,51.57,5,114.6
CA-2015-104626,FUR-CH-10003817,0.0,15.185,1,60.74
CA-2015-104626,FUR-FU-10000308,0.0,27.3592,2,124.36
CA-2015-104626,OFF-ST-10003208,0.0,315.7404,6,1088.76
CA-2016-160500,OFF-BI-10003784,0.2,2.352,5,6.72
CA-2016-160500,FUR-TA-10003748,0.2,7.4694,3,298.776
CA-2017-100202,TEC-PH-10002563,0.2,22.6782,3,302.376
CA-2017-131016,OFF-AR-10000122,0.2,0.558,2,8.928
CA-2017-131016,OFF-ST-10000352,0.2,-2.974,2,47.584
US-2014-112914,OFF-PA-10003270,0.2,10.56,8,33.792
US-2014-112914,FUR-BO-10003272,0.32,-97.2312,2,300.5328
US-2014-112914,OFF-BI-10002982,0.8,-4.3584,2,2.724
US-2014-112914,OFF-EN-10001509,0.2,1.1016,2,3.264
CA-2016-124149,OFF-PA-10002421,0.2,37.9176,6,108.336
CA-2016-124149,OFF-ST-10000760,0.2,6.291,5,55.92
CA-2016-124149,OFF-PA-10002923,0.2,29.364,2,78.304
CA-2014-148915,OFF-ST-10001128,0.2,-94.333,5,443.92
CA-2014-148915,TEC-PH-10000673,0.2,54.5916,3,155.976
CA-2017-134649,OFF-AR-10001547,0.0,4.1769,7,15.47
CA-2017-134649,OFF-BI-10001890,0.0,3.4368,2,7.16
CA-2017-110842,OFF-AP-10003971,0.0,2.8314,1,10.89
CA-2017-110842,OFF-PA-10000520,0.0,9.3312,3,19.44
CA-2017-110842,OFF-BI-10000977,0.2,39.52,5,121.6
CA-2016-147368,TEC-MA-10002178,0.5,-27.828,2,695.7
US-2015-104185,OFF-ST-10001526,0.0,31.2858,1,120.33
US-2014-125521,FUR-CH-10003379,0.0,284.98,4,1139.92
US-2017-135062,OFF-PA-10000100,0.2,83.2097,7,229.544
CA-2017-135650,OFF-ST-10001809,0.2,-32.3388,2,143.728
CA-2017-112865,TEC-AC-10000387,0.2,-0.9012,3,36.048
US-2016-162852,FUR-CH-10004853,0.3,-12.0784,8,845.488
CA-2017-138163,OFF-AR-10001958,0.0,14.2632,3,50.94
CA-2017-152093,OFF-BI-10003527,0.8,-1143.891,3,762.594
CA-2017-157854,FUR-FU-10003832,0.0,15.7584,6,56.28
CA-2017-157854,OFF-BI-10001359,0.0,1264.7559,3,2690.97
CA-2016-123617,OFF-BI-10002976,0.7,-5.6994,6,7.434
US-2016-128293,OFF-ST-10000736,0.2,-12.9568,1,64.784
CA-2017-107342,OFF-PA-10001745,0.0,13.2352,4,28.16
CA-2016-136371,FUR-FU-10000409,0.0,6.8908,1,14.98
CA-2016-136371,FUR-FU-10000221,0.0,6.9088,4,20.32
CA-2017-137344,OFF-ST-10000344,0.0,10.4754,3,40.29
CA-2017-169810,OFF-LA-10003663,0.0,9.5081,7,20.23
CA-2016-128594,FUR-CH-10001215,0.2,100.196,4,1603.136
CA-2016-154690,FUR-CH-10000988,0.2,22.5296,2,225.296
CA-2017-138975,TEC-AC-10003441,0.0,4.068,4,67.8
CA-2017-138975,TEC-PH-10004389,0.0,98.2722,3,377.97
CA-2017-138975,FUR-BO-10004695,0.0,374.6286,9,1628.82
CA-2017-138975,OFF-PA-10000100,0.0,140.5957,7,286.93
CA-2017-106537,OFF-PA-10000223,0.2,7.2576,4,20.736
US-2017-103828,OFF-ST-10001325,0.0,8.4888,3,31.44
US-2017-103828,OFF-AP-10004249,0.0,22.6233,7,83.79
US-2017-103828,OFF-AR-10000588,0.0,15.4752,3,59.52
US-2017-103828,OFF-SU-10000946,0.0,9.2568,4,31.92
CA-2016-115588,OFF-SU-10001225,0.2,-3.312,5,14.72
CA-2016-115588,OFF-ST-10001558,0.2,-2.436,3,38.976
CA-2017-143861,FUR-FU-10001546,0.2,1.068,2,17.088
CA-2014-148040,OFF-PA-10002581,0.2,23.235,3,74.352
CA-2014-148040,FUR-CH-10001482,0.2,-35.3646,3,314.352
CA-2017-135167,OFF-AR-10002399,0.0,1.7466,1,4.26
CA-2017-137022,OFF-ST-10001963,0.0,24.3384,8,811.28
US-2017-102638,OFF-FA-10002988,0.0,2.9547,3,6.03
US-2016-167339,FUR-CH-10004289,0.2,-5.7588,2,153.568
US-2016-167339,FUR-CH-10000785,0.2,76.0116,7,1013.488
CA-2016-152072,OFF-EN-10003040,0.0,24.5998,2,52.34
CA-2016-152072,OFF-AR-10001573,0.0,1.3514,2,4.66
CA-2016-152072,TEC-AC-10000844,0.0,91.7892,3,254.97
CA-2016-102932,OFF-BI-10000756,0.0,12.72,6,25.44
CA-2016-102932,OFF-SU-10000381,0.0,8.0997,3,27.93
CA-2014-165540,OFF-BI-10004094,0.8,-13.7175,5,8.85
CA-2016-130799,FUR-FU-10001852,0.0,2.2272,4,6.96
CA-2016-164483,OFF-BI-10000014,0.2,5.8914,2,17.456
US-2016-159856,FUR-CH-10003396,0.2,-34.641,5,307.92
CA-2017-102099,OFF-AR-10003811,0.0,1.7901,3,6.63
CA-2017-102099,OFF-PA-10003172,0.0,6.2208,2,12.96
CA-2017-102099,OFF-PA-10000289,0.0,15.552,5,32.4
CA-2017-164049,OFF-PA-10000791,0.0,10.7325,5,23.85
CA-2014-142727,FUR-CH-10002304,0.0,12.99,2,51.96
CA-2014-142727,OFF-BI-10000136,0.0,8.6112,3,17.94
CA-2017-139913,OFF-PA-10003739,0.0,5.6644,2,11.56
CA-2017-139913,OFF-PA-10002479,0.0,11.88,5,26.4
CA-2017-139913,FUR-FU-10000771,0.0,29.0136,11,69.08
CA-2017-139913,TEC-PH-10001552,0.0,10.0464,3,35.88
CA-2014-169033,OFF-AR-10001915,0.0,20.853,5,49.65
US-2016-164630,TEC-CO-10000971,0.2,119.996,4,959.968
US-2015-114839,FUR-CH-10004086,0.3,-5.8346,2,408.422
CA-2015-166464,TEC-CO-10000971,0.2,59.998,2,479.984
CA-2015-166464,OFF-LA-10001317,0.0,6.048,4,12.6
CA-2017-124898,OFF-PA-10003656,0.0,84.9436,7,184.66
CA-2016-164035,OFF-PA-10002160,0.2,8.381,5,23.12
CA-2016-153577,OFF-PA-10000575,0.2,12.1758,7,37.464
CA-2016-153577,FUR-CH-10003981,0.3,-7.7094,3,539.658
CA-2014-127586,OFF-ST-10002615,0.0,80.6312,2,310.12
CA-2017-121615,OFF-PA-10000327,0.0,3.852,2,8.56
CA-2017-121615,OFF-ST-10001325,0.0,14.148,5,52.4
CA-2017-121615,OFF-LA-10001771,0.0,6.8724,3,14.94
CA-2017-166415,OFF-FA-10004968,0.0,0.2244,3,11.22
CA-2015-118444,OFF-AP-10000576,0.2,24.196,4,387.136
CA-2014-113929,OFF-EN-10003286,0.0,19.458,5,41.4
CA-2014-113929,OFF-AR-10003772,0.0,10.5,4,35.0
CA-2014-113929,OFF-BI-10002852,0.2,14.3376,3,39.552
CA-2015-134747,TEC-PH-10002890,0.0,35.2872,3,135.72
CA-2015-134747,OFF-BI-10001308,0.0,5.652,2,12.56
CA-2015-134747,TEC-PH-10001750,0.0,71.2692,4,263.96
CA-2017-155047,OFF-AR-10003338,0.2,0.372,1,5.952
CA-2016-160129,OFF-FA-10002763,0.2,2.37,5,15.8
CA-2016-160129,FUR-FU-10002088,0.2,3.9512,2,14.368
CA-2016-160129,FUR-FU-10003976,0.2,12.3284,7,70.448
CA-2017-164329,OFF-ST-10001511,0.0,6.465,2,129.3
US-2015-141453,OFF-BI-10000301,0.8,-5.823,3,3.882
CA-2014-156993,OFF-FA-10003495,0.0,3.04,1,6.08
CA-2014-157721,OFF-AP-10001303,0.0,8.955,1,19.9
CA-2014-157721,FUR-FU-10002116,0.0,4.9497,1,70.71
CA-2017-128629,FUR-FU-10000771,0.0,7.9128,3,18.84
CA-2017-158106,OFF-AR-10002255,0.0,2.5056,3,8.64
US-2017-120390,OFF-BI-10004995,0.7,-1306.5504,4,1633.188
CA-2017-143434,FUR-FU-10002597,0.0,8.2992,4,19.76
CA-2015-168564,OFF-BI-10004970,0.2,2.2302,2,6.608
CA-2015-168564,OFF-BI-10002557,0.2,2.73,2,7.28
CA-2015-168564,FUR-CH-10000785,0.2,10.8588,1,144.784
US-2016-169040,TEC-PH-10002310,0.2,13.7193,1,156.792
US-2016-169040,TEC-PH-10002834,0.2,26.9985,3,431.976
US-2016-169040,OFF-EN-10000927,0.0,16.1505,1,35.89
US-2016-169040,OFF-BI-10001636,0.2,15.3426,7,47.208
US-2016-169040,OFF-PA-10001736,0.0,116.5976,7,248.08
US-2016-169040,OFF-PA-10000482,0.0,89.159,5,189.7
US-2016-169040,OFF-BI-10001658,0.2,19.4376,3,59.808
CA-2017-155880,FUR-CH-10000422,0.0,14.5584,1,90.99
CA-2017-155880,FUR-CH-10004675,0.0,427.4368,7,1526.56
CA-2017-155880,FUR-CH-10002880,0.0,40.5867,3,368.97
CA-2017-126242,OFF-ST-10000675,0.0,76.2525,9,305.01
CA-2017-126242,FUR-FU-10002685,0.0,7.106,1,18.7
CA-2016-166443,FUR-FU-10004020,0.0,16.4647,7,38.29
CA-2017-169859,FUR-FU-10004963,0.0,11.025,3,26.25
CA-2017-169859,OFF-BI-10000174,0.2,22.736,14,64.96
CA-2017-169859,OFF-EN-10000461,0.0,20.539,5,43.7
CA-2017-134915,TEC-AC-10001266,0.2,13.0,4,41.6
CA-2017-134915,OFF-PA-10002160,0.2,8.381,5,23.12
CA-2017-134915,FUR-CH-10004875,0.2,9.9652,2,113.888
CA-2017-134915,FUR-FU-10000305,0.2,-5.6784,2,113.568
CA-2017-134915,TEC-PH-10000347,0.2,0.693,2,7.92
CA-2017-134915,TEC-PH-10001459,0.2,50.3988,2,671.984
CA-2016-153353,TEC-PH-10000439,0.0,11.5971,1,39.99
CA-2017-123638,FUR-CH-10002647,0.1,31.941,3,191.646
CA-2017-168900,OFF-BI-10003910,0.7,-1.9275,1,2.313
CA-2015-158456,OFF-BI-10001097,0.2,7.2268,4,19.936
CA-2015-158456,OFF-FA-10004854,0.0,21.5824,4,45.92
CA-2017-143665,OFF-PA-10003673,0.0,9.3564,3,20.34
CA-2017-143665,OFF-LA-10002034,0.0,19.2472,8,39.28
CA-2017-137428,FUR-CH-10002774,0.2,9.1764,2,81.568
CA-2017-137428,FUR-CH-10003817,0.2,6.074,2,97.184
CA-2017-137428,OFF-BI-10002949,0.2,8.208,5,24.32
CA-2017-137428,FUR-FU-10002445,0.0,7.584,2,18.96
CA-2014-162866,FUR-FU-10001473,0.6,-19.7712,6,32.952
CA-2014-162866,OFF-ST-10002562,0.2,3.0016,4,30.016
CA-2017-167941,OFF-AP-10002118,0.2,43.7136,3,499.584
CA-2017-167941,OFF-PA-10001800,0.2,10.8864,6,31.104
CA-2017-167941,OFF-BI-10002827,0.7,-10.6176,8,13.272
CA-2017-167941,FUR-FU-10004671,0.2,6.3612,2,28.272
CA-2017-167941,OFF-ST-10000736,0.2,-51.8272,4,259.136
CA-2017-111808,OFF-BI-10004656,0.0,5.184,5,10.8
CA-2015-137512,FUR-TA-10001095,0.3,-31.3722,2,244.006
CA-2015-137512,OFF-PA-10000213,0.2,5.3784,4,15.936
CA-2017-139773,FUR-CH-10001797,0.3,-2.6936,7,188.552
CA-2017-134607,OFF-ST-10002214,0.0,5.8708,2,22.58
CA-2014-109232,FUR-CH-10000422,0.0,87.3504,6,545.94
CA-2015-139850,OFF-PA-10003848,0.2,7.2576,4,20.736
CA-2015-139850,FUR-FU-10003623,0.2,4.3296,2,43.296
CA-2014-131310,FUR-CH-10001797,0.2,13.8528,4,123.136
CA-2014-131310,OFF-BI-10003094,0.2,3.8016,4,11.264
US-2014-112872,OFF-ST-10002205,0.2,4.6746,3,53.424
US-2014-112872,FUR-TA-10003238,0.5,-170.8038,1,275.49
CA-2016-139269,FUR-FU-10000755,0.0,6.24,4,24.96
CA-2016-139269,OFF-PA-10002893,0.0,9.2928,2,19.36
CA-2016-139269,OFF-ST-10000689,0.0,152.118,9,1267.65
CA-2016-139010,TEC-AC-10004227,0.0,0.7794,1,12.99
CA-2016-139010,OFF-BI-10000174,0.2,6.496,4,18.56
CA-2016-139010,OFF-ST-10001809,0.0,8.983,5,449.15
CA-2016-139010,OFF-BI-10002309,0.2,10.9368,7,31.248
CA-2016-134376,OFF-AP-10004532,0.0,16.5888,3,61.44
CA-2017-147291,OFF-BI-10003091,0.0,421.0824,4,895.92
CA-2016-112893,OFF-BI-10004654,0.2,18.684,4,55.36
US-2014-150532,OFF-ST-10000760,0.2,6.291,5,55.92
CA-2014-138317,OFF-EN-10001539,0.2,8.4024,4,24.896
CA-2014-138317,FUR-FU-10000550,0.2,0.6474,1,3.984
CA-2014-138317,TEC-AC-10003628,0.2,28.7904,4,95.968
CA-2014-138317,TEC-MA-10004521,0.7,-172.4925,3,206.991
CA-2014-138317,OFF-AP-10003860,0.2,3.8864,2,44.416
CA-2014-138317,OFF-BI-10000069,0.7,-7.2048,2,9.006
CA-2015-130610,OFF-BI-10003655,0.0,8.93,5,19.0
CA-2017-104381,OFF-BI-10001628,0.2,10.43,4,33.376
CA-2016-131499,OFF-AP-10003779,0.0,62.244,1,207.48
CA-2014-148761,OFF-BI-10000666,0.0,45.84,3,91.68
CA-2017-116519,OFF-AP-10000828,0.0,253.372,5,904.9
CA-2014-130729,OFF-BI-10002706,0.2,11.1384,3,34.272
CA-2016-124772,FUR-FU-10004748,0.0,74.8098,3,191.82
CA-2016-115525,OFF-AP-10000026,0.2,27.4365,5,243.88
CA-2017-134845,OFF-BI-10000773,0.7,-9.223,5,12.03
CA-2017-134845,TEC-MA-10000822,0.7,-3399.98,5,2549.985
CA-2017-134845,OFF-BI-10001543,0.7,-15.8356,2,21.594
CA-2017-134845,OFF-BI-10003355,0.7,-6.5736,6,8.964
CA-2017-134845,OFF-PA-10002005,0.2,7.2576,4,20.736
US-2015-138919,FUR-TA-10004154,0.4,-103.266,2,344.22
US-2016-160528,OFF-ST-10002743,0.2,-172.7328,8,727.296
US-2016-160528,FUR-FU-10004973,0.6,-10.1736,3,22.608
US-2016-160528,TEC-AC-10002842,0.2,-33.32,7,666.4
CA-2015-123568,OFF-FA-10002701,0.0,0.2016,3,5.04
CA-2015-123568,OFF-PA-10001125,0.0,41.823,3,92.94
CA-2015-123568,FUR-FU-10004090,0.0,22.0077,3,66.69
CA-2015-123568,OFF-BI-10001510,0.2,28.65,5,91.68
CA-2017-124674,FUR-BO-10002202,0.32,-14.4588,2,327.7328
CA-2015-164441,OFF-BI-10001922,0.2,17.6418,11,52.272
CA-2015-164441,OFF-PA-10001667,0.0,8.073,3,17.94
CA-2017-169054,FUR-FU-10001488,0.2,0.0,3,254.352
CA-2014-106719,OFF-BI-10002799,0.2,2.6936,2,8.288
CA-2017-116855,FUR-CH-10003846,0.0,80.784,5,504.9
US-2016-164189,TEC-PH-10003691,0.2,25.198,4,403.168
CA-2015-168480,FUR-BO-10000468,0.0,31.0912,4,194.32
CA-2015-168480,OFF-AR-10001044,0.0,7.5371,1,25.99
US-2016-114293,FUR-CH-10003833,0.2,-12.196,4,195.136
CA-2017-134173,OFF-PA-10004355,0.2,7.2576,4,20.736
US-2015-123960,TEC-AC-10003038,0.0,10.203,6,53.7
US-2015-123960,OFF-BI-10002799,0.0,16.6796,7,36.26
US-2015-123960,OFF-AR-10003582,0.0,15.764,2,56.3
US-2015-123960,OFF-PA-10004451,0.0,15.552,5,32.4
US-2015-123960,FUR-FU-10004666,0.0,10.7892,2,29.16
CA-2017-101749,FUR-TA-10001520,0.2,-6.4233,3,171.288
US-2016-147991,FUR-FU-10004270,0.2,3.344,5,16.72
CA-2017-149559,OFF-PA-10003172,0.0,6.2208,2,12.96
CA-2017-149559,OFF-EN-10002312,0.0,10.8682,2,22.18
CA-2017-149559,FUR-CH-10002320,0.2,256.784,8,2054.272
CA-2015-135174,TEC-PH-10001530,0.4,-255.7425,5,1022.97
CA-2017-125290,OFF-AR-10001216,0.0,3.614,5,13.9
CA-2017-125290,OFF-PA-10003127,0.0,12.1348,1,26.38
CA-2014-137351,OFF-BI-10003910,0.2,13.4925,7,43.176
CA-2017-121419,FUR-TA-10004534,0.0,70.006,2,411.8
CA-2017-121419,TEC-AC-10000892,0.0,129.6,4,360.0
US-2017-148054,FUR-FU-10003247,0.0,2.9372,2,41.96
US-2017-148054,OFF-AP-10004336,0.0,66.0736,4,227.84
US-2017-148054,OFF-PA-10001295,0.0,18.2112,2,37.94
CA-2016-128517,TEC-PH-10002555,0.0,134.654,2,517.9
